Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
for.honey,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canHoney@0,Honey Can,Forestry:canHoney
for.honey,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryHoney@0,Honey Capsule,Forestry:refractoryHoney
for.honey,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleHoney@0,Honey Capsule,Forestry:waxCapsuleHoney
fuel,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleFuel@0,Fuel Capsule,Forestry:waxCapsuleFuel
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketFuel@0,Fuel Bucket,BuildCraft|Energy:bucketFuel
fuel,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canFuel@0,Fuel Can,Forestry:canFuel
fuel,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryFuel@0,Fuel Capsule,Forestry:refractoryFuel
fuel,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@6,Fuel Void Capsule,MagicBees:capsule.void
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.artifice.bucket@1,Fuel Bucket,Artifice:bucket
fuel,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@6,Fuel Magic Capsule,MagicBees:capsule.magic
fuelgas,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bcaBucket.fuelgas@0,Fuel Gas Bucket,bcadditions:fuelgasBucket
glass,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketGlass@0,Molten Glass Bucket,Forestry:bucketGlass
glass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@13,Molten Glass Bucket,TConstruct:buckets
glass.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@13,Molten Glass Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
glowstone,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@1,Energized Glowstone Bucket,ThermalFoundation:bucket
glue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@25,Sticky Glue Bucket,TConstruct:buckets
glue,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@25,Sticky Glue Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
gold.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@1,Molten Gold Bucket,TConstruct:buckets
gold.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@1,Molten Gold Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
haderoth.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@19,Molten Haderoth Bucket,Metallurgy:molten.bucket
heavywater,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.HeavyWaterBucket@0,Heavy Water Bucket,Mekanism:HeavyWaterBucket
hepatizon.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@5,Molten Hepatizon Bucket,Metallurgy:molten.bucket
honey,1000,1xitem.erebus.bambucket@0,Bambucket,erebus:bambucket,1xitem.erebus.bambucketHoney@0,Honey Bambucket,erebus:bambucketHoney
honey,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@8,Honey Void Capsule,MagicBees:capsule.void
honey,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.erebus.bucketHoney@0,Bucket Of Honey,erebus:bucketHoney
honey,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@8,Honey Magic Capsule,MagicBees:capsule.magic
hootch,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketHootch@0,Hootch Bucket,EnderIO:bucketHootch
hydraulicoil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketHydraulicOil@0,Hydraulic Oil Bucket,HydCraft:bucketHydraulicOil
ic2biogas,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@7,Biogas Cell,IC2:itemCellEmpty
ic2biomass,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@6,Biomass Cell,IC2:itemCellEmpty
ic2constructionfoam,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@4,Construction Foam Cell,IC2:itemCellEmpty
ic2coolant,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@9,Coolant Cell,IC2:itemCellEmpty
ic2distilledwater,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@12,Distilled Water Cell,IC2:itemCellEmpty
ic2hotcoolant,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@10,Hot Coolant Cell,IC2:itemCellEmpty
ic2pahoehoelava,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@11,Pahoehoe Lava Cell,IC2:itemCellEmpty
ic2steam,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@14,Steam Cell,IC2:itemCellEmpty
ic2superheatedsteam,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@13,Superheated Steam Cell,IC2:itemCellEmpty
ic2uumatter,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@3,UuMatter Cell,IC2:itemCellEmpty
ice,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketIce@0,Crushed Ice Bucket,Forestry:bucketIce
ice,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleIce@0,Ice Capsule,Forestry:waxCapsuleIce
ice,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryIce@0,Ice Capsule,Forestry:refractoryIce
ice,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canIce@0,Ice Can,Forestry:canIce
ice,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@10,Ice Void Capsule,MagicBees:capsule.void
ice,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@10,Ice Magic Capsule,MagicBees:capsule.magic
ignatius.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@31,Molten Ignatius Bucket,Metallurgy:molten.bucket
infuscolium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@20,Molten Infuscolium Bucket,Metallurgy:molten.bucket
inolashite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@32,Molten Inolashite Bucket,Metallurgy:molten.bucket
invar.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@21,Molten Invar Bucket,TConstruct:buckets
invar.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@21,Molten Invar Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
iron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@0,Molten Iron Bucket,TConstruct:buckets
iron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@0,Molten Iron Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
juice,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryJuice@0,Juice Capsule,Forestry:refractoryJuice
juice,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleJuice@0,Juice Capsule,Forestry:waxCapsuleJuice
juice,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@9,Juice Void Capsule,MagicBees:capsule.void
juice,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@9,Juice Magic Capsule,MagicBees:capsule.magic
juice,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketJuice@0,Juice Bucket,Forestry:bucketJuice
juice,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canJuice@0,Juice Can,Forestry:canJuice
kalendrite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@33,Molten Kalendrite Bucket,Metallurgy:molten.bucket
latex,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@130,Latex Capsule,BinnieCore:containerCapsule
latex,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@130,Latex Bucket,BinnieCore:containerBucket
latex,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@130,Latex Capsule,BinnieCore:containerRefractory
latex,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@130,Latex Bottle,BinnieCore:containerGlass
latex,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@130,Latex Can,BinnieCore:containerCan
latex,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@130,Latex Cylinder,BinnieCore:containerCylinder
lava,1000,0xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.Lava@0,Lava Clay Bucket,IguanaTweaksTConstruct:clayBucketLava
lava,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryLava@0,Lava Capsule,Forestry:refractoryLava
lava,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@2,Lava Cell,IC2:itemCellEmpty
lava,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketLava@0,Lava Bucket,minecraft:lava_bucket
lava,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@2,Lava Void Capsule,MagicBees:capsule.void
lava,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canLava@0,Lava Can,Forestry:canLava
lava,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@2,Lava Magic Capsule,MagicBees:capsule.magic
lead.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@18,Molten Lead Bucket,TConstruct:buckets
lead.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@18,Molten Lead Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
lemurite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@34,Molten Lemurite Bucket,Metallurgy:molten.bucket
life essence,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketLife@0,Bucket of Life,AWWayofTime:bucketLife
liquiddna,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.gendustry.liquiddna.can@0,Liquid DNA Can,gendustry:LiquidDNACan
liquiddna,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.gendustry.liquiddna.bucket@0,Liquid DNA Bucket,gendustry:LiquidDNABucket
liquiddna,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@15,Liquid DNA Void Capsule,MagicBees:capsule.void
liquiddna,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@15,Liquid DNA Magic Capsule,MagicBees:capsule.magic
liquidnitrogen,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@66,Liquid Nitrogen Capsule,BinnieCore:containerCapsule
liquidnitrogen,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@66,Liquid Nitrogen Capsule,BinnieCore:containerRefractory
liquidnitrogen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@66,Liquid Nitrogen Bucket,BinnieCore:containerBucket
liquidnitrogen,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@66,Liquid Nitrogen Bottle,BinnieCore:containerGlass
liquidnitrogen,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@14,Liquid Nitrogen Void Capsule,MagicBees:capsule.void
liquidnitrogen,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@66,Liquid Nitrogen Can,BinnieCore:containerCan
liquidnitrogen,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@14,Liquid Nitrogen Magic Capsule,MagicBees:capsule.magic
liquidnitrogen,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@66,Liquid Nitrogen Cylinder,BinnieCore:containerCylinder
lithium,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.LithiumBucket@0,Lithium Bucket,Mekanism:LithiumBucket
ludicrite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@18,Molten Ludicrite Bucket,ExtraTiC:extra.bucket
lumium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@27,Molten Lumium Bucket,TConstruct:buckets
mana,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@5,Primal Mana Bucket,ThermalFoundation:bucket
manafluid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.techno:manaBucket@0,Mana Condensate Bucket,technom:manaBucket
manasteel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@13,Molten Manasteel Bucket,ExtraTiC:extra.bucket
manganese.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@6,Molten Manganese Bucket,Metallurgy:molten.bucket
manyullyn.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@9,Molten Manyullyn Bucket,TConstruct:buckets
manyullyn.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@9,Molten Manyullyn Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
meat,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.meat@0,Meat Bucket,MineFactoryReloaded:bucket.meat
meutoite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@11,Molten Meutoite Bucket,Metallurgy:molten.bucket
midasium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@35,Molten Midasium Bucket,Metallurgy:molten.bucket
milk,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.milk@0,Milk Bucket,minecraft:milk_bucket
milk,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.mfr.milkbottle@0,Milk Bottle,MineFactoryReloaded:milkbottle
milk,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@11,Milk Void Capsule,MagicBees:capsule.void
milk,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@11,Milk Magic Capsule,MagicBees:capsule.magic
mithril.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@29,Molten Mana Infused Metal Bucket,TConstruct:buckets
mobessence,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.essence@0,Essence Bucket,MineFactoryReloaded:bucket.essence
mushroomsoup,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.mushroomsoup@0,Mushroom Soup Bucket,MineFactoryReloaded:bucket.mushroomsoup
mushroomsoup,1000,1xitem.bowl@0,Bowl,minecraft:bowl,1xitem.mushroomStew@0,Mushroom Stew,minecraft:mushroom_stew
mutagen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.gendustry.mutagen.bucket@0,Mutagen Bucket,gendustry:MutagenBucket
mutagen,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.gendustry.mutagen.can@0,Mutagen Can,gendustry:MutagenCan
nickel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@17,Molten Nickel Bucket,TConstruct:buckets
nickel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@17,Molten Nickel Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
nutrient_distillation,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketNutrient_distillation@0,Nutrient Distillation Bucket,EnderIO:bucketNutrient_distillation
obsidian.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@11,Molten Obsidian Bucket,TConstruct:buckets
obsidian.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@11,Molten Obsidian Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
oil,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@5,Oil Void Capsule,MagicBees:capsule.void
oil,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canOil@0,Oil Can,Forestry:canOil
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.artifice.bucket@0,Oil Bucket,Artifice:bucket
oil,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@5,Oil Magic Capsule,MagicBees:capsule.magic
oil,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryOil@0,Oil Capsule,Forestry:refractoryOil
oil,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleOil@0,Oil Capsule,Forestry:waxCapsuleOil
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketOil@0,Oil Bucket,BuildCraft|Energy:bucketOil
orichalcum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@22,Molten Orichalcum Bucket,Metallurgy:molten.bucket
osmium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@3,Molten Osmium Bucket,ExtraTiC:extra.bucket
oureclase.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@23,Molten Oureclase Bucket,Metallurgy:molten.bucket
phasedgold,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalsmeltery.bucket@1,Molten Vibrant Alloy Bucket,ThermalSmeltery:buckets
phasediron,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalsmeltery.bucket@3,Molten Pulsating Iron Bucket,ThermalSmeltery:buckets
pigiron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@26,Molten Pig Iron Bucket,TConstruct:buckets
pigiron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@26,Molten Pig Iron Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
pinkslime,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.pinkslime@0,Pink Slime Bucket,MineFactoryReloaded:bucket.pinkslime
plastic,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketOfPlastic@0,Bucket of Plastic,Tubes:bucketOfPlastic
plasticgas,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bcaBucket.plasticgas@0,Plastic Gas Bucket,bcadditions:plasticgasBucket
platinum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@20,Molten Shiny Bucket,TConstruct:buckets
platinum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@20,Molten Shiny Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
poison,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@65,Poison Capsule,BinnieCore:containerCapsule
poison,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@65,Poison Capsule,BinnieCore:containerRefractory
poison,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@65,Poison Bucket,BinnieCore:containerBucket
poison,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@65,Poison Bottle,BinnieCore:containerGlass
poison,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@13,Poison Void Capsule,MagicBees:capsule.void
poison,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@65,Poison Can,BinnieCore:containerCan
poison,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@13,Poison Magic Capsule,MagicBees:capsule.magic
poison,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@65,Poison Cylinder,BinnieCore:containerCylinder
pokefennium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@4,Molten Pokefennium Bucket,ExtraTiC:extra.bucket
potato.soup,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@7,Potato Soup Bucket,ExtraTiC:extra.bucket
prometheum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@24,Molten Prometheum Bucket,Metallurgy:molten.bucket
protein,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.gendustry.protein.can@0,Protein Can,gendustry:ProteinCan
protein,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.gendustry.protein.bucket@0,Protein Bucket,gendustry:ProteinBucket
pyrotheum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@3,Blazing Pyrotheum Bucket,ThermalFoundation:bucket
quicksilver.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@25,Molten Quicksilver Bucket,Metallurgy:molten.bucket
red.aurum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@5,Molten RedAurum Bucket,ExtraTiC:extra.bucket
redstone,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@0,Destabilized Redstone Bucket,ThermalFoundation:bucket
refined.glowstone.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@2,Molten Refined Glowstone Bucket,ExtraTiC:extra.bucket
resin,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@129,Resin Capsule,BinnieCore:containerCapsule
resin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@129,Resin Bucket,BinnieCore:containerBucket
resin,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@129,Resin Capsule,BinnieCore:containerRefractory
resin,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@129,Resin Bottle,BinnieCore:containerGlass
resin,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@129,Resin Can,BinnieCore:containerCan
resin,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@129,Resin Cylinder,BinnieCore:containerCylinder
rocket_fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketRocket_fuel@0,Rocket Fuel Bucket,EnderIO:bucketRocket_fuel
rubracium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@26,Molten Rubracium Bucket,Metallurgy:molten.bucket
sanguinite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@36,Molten Sanguinite Bucket,Metallurgy:molten.bucket
sap,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@128,Sap Capsule,BinnieCore:containerCapsule
sap,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@128,Sap Bucket,BinnieCore:containerBucket
sap,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@128,Sap Capsule,BinnieCore:containerRefractory
sap,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@128,Sap Bottle,BinnieCore:containerGlass
sap,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@128,Sap Can,BinnieCore:containerCan
sap,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@128,Sap Cylinder,BinnieCore:containerCylinder
seedoil,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleSeedOil@0,Seed Oil Capsule,Forestry:waxCapsuleSeedOil
seedoil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketSeedoil@0,Seed Oil Bucket,Forestry:bucketSeedoil
seedoil,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canSeedOil@0,Seed Oil Can,Forestry:canSeedOil
seedoil,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@7,Seed Oil Void Capsule,MagicBees:capsule.void
